574,26/4/2020,01:25:37,22.8,100.6,33.1,6.77101E-08,1.83149E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.11,9611.15,13.3,749.9,1,1.72,7.44,761.7,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
575,26/4/2020,01:31:07,22.8,100.5,33.1,6.77775E-08,1.83149E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9609.81,13.3,749.9,1,1.72,7.44,760.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
576,26/4/2020,01:36:37,22.7,100.6,33,6.7681E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.11,9609.33,13.3,749.9,1,1.72,7.44,761.6,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
577,26/4/2020,01:42:07,22.8,100.5,33,6.77775E-08,1.83149E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9609.81,13.3,749.9,1,1.72,7.44,761.6,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
578,26/4/2020,01:47:37,22.7,100.5,33,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9607.99,13.3,749.9,1,1.72,7.44,760.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
579,26/4/2020,01:53:07,22.7,100.6,33,6.7681E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.11,9609.33,13.3,749.9,1,1.72,7.44,760.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
580,26/4/2020,01:58:37,22.7,100.5,33.1,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9607.74,13.3,749.9,1,1.72,7.44,760.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
581,26/4/2020,02:04:07,22.7,100.5,33,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9607.74,13.3,749.9,1,1.72,7.44,760.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
582,26/4/2020,02:09:37,22.7,100.5,33,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9607.74,13.3,749.9,1,1.72,7.44,760.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
583,26/4/2020,02:15:07,22.7,100.5,33,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9607.74,13.3,749.9,1,1.72,7.44,761.6,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
584,26/4/2020,02:20:37,22.7,100.5,33,6.77484E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9607.99,13.3,749.9,1,1.72,7.44,761.6,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
585,26/4/2020,02:26:07,22.6,100.5,32.9,6.77192E-08,1.83054E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.572,300,4,50,1,3,0.338,0,10.1,9606.16,13.3,749.9,1,1.72,7.44,760.2,ON,1,551.866,491.81,736.525,1.662,3.073647,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
586,26/4/2020,02:31:37,22.6,100.5,32.9,6.77192E-08,1.83054E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9605.92,13.3,749.9,1,1.72,7.44,760.2,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
587,26/4/2020,02:37:07,22.6,100.5,32.9,6.77192E-08,1.83054E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9605.92,13.3,749.9,1,1.72,7.44,761.5,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
588,26/4/2020,02:42:37,22.5,100.5,32.9,6.76901E-08,1.83006E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9604.34,13.3,749.9,1,1.72,7.44,761.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
589,26/4/2020,02:48:07,22.5,100.5,32.9,6.76901E-08,1.83006E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9604.34,13.3,749.9,1,1.72,7.44,761.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
590,26/4/2020,02:53:37,22.5,100.5,32.9,6.76901E-08,1.83006E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9604.34,13.3,749.9,1,1.72,7.44,761.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
591,26/4/2020,02:59:07,22.4,100.5,32.9,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.52,13.3,749.9,1,1.72,7.44,760.1,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
592,26/4/2020,03:04:37,22.4,100.5,32.9,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9602.28,13.3,749.9,1,1.72,7.44,761.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
593,26/4/2020,03:10:07,22.4,100.5,32.9,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9602.52,13.3,749.9,1,1.72,7.44,761.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
594,26/4/2020,03:15:37,22.4,100.5,32.9,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.52,13.3,749.9,1,1.72,7.44,760.1,ON,31.069,31.059,31.059,31.059,1,1.880538,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
595,26/4/2020,03:21:07,22.4,100.5,32.8,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.28,13.3,749.9,1,1.72,7.44,760.1,ON,53.297,53.28,53.28,53.28,1,1.338919,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
596,26/4/2020,03:26:38,22.4,100.5,32.8,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9602.28,13.3,749.9,1,1.72,7.44,761.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
597,26/4/2020,03:32:08,22.4,100.6,32.8,6.75937E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.11,9604.1,13.3,749.9,1,1.72,7.44,761.4,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
598,26/4/2020,03:37:37,22.4,100.5,32.8,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.52,13.3,749.9,1,1.72,7.44,760.1,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
599,26/4/2020,03:43:07,22.3,100.5,32.8,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
600,26/4/2020,03:48:37,22.4,100.5,32.7,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,163.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.28,13.3,749.9,1,1.72,7.44,760.1,ON,21.681,21.674,21.674,21.674,1,2.549095,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
601,26/4/2020,03:54:07,22.3,100.5,32.7,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
602,26/4/2020,03:59:37,22.3,100.5,32.7,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
603,26/4/2020,04:05:07,22.4,100.5,32.6,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.1,9602.28,13.3,749.9,1,1.72,7.44,761.3,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
604,26/4/2020,04:10:37,22.4,100.5,32.6,6.7661E-08,1.82958E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9602.52,13.3,749.9,1,1.72,7.44,760.1,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
605,26/4/2020,04:16:07,22.3,100.5,32.6,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
606,26/4/2020,04:21:37,22.3,100.5,32.6,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
607,26/4/2020,04:27:07,22.3,100.5,32.5,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
608,26/4/2020,04:32:37,22.3,100.4,32.5,6.76992E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.337,0,10.09,9598.87,13.3,749.9,1,1.72,7.44,761.2,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
609,26/4/2020,04:38:07,22.3,100.5,32.5,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.7,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
610,26/4/2020,04:43:37,22.3,100.5,32.5,6.76319E-08,1.82911E-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.338,0,10.1,9600.45,13.3,749.9,1,1.72,7.44,760,ON,-99999,-99999,-99999,0,-99999,0,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
